No.,Time,Source,Destination,Protocol,Length,Info,SourcePort,DestinationPort
1,0,192.168.1.41,172.217.163.202,UDP,75,56104  >  443 Len=33,56104,443
2,0.020739,172.217.163.202,192.168.1.41,UDP,67,443  >  56104 Len=25,443,56104
3,1.62653,192.168.1.41,172.217.163.202,UDP,75,56104  >  443 Len=33,56104,443
4,1.647854,172.217.163.202,192.168.1.41,UDP,67,443  >  56104 Len=25,443,56104
5,2.273481,192.168.1.41,34.213.81.249,TCP,55,64381  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU],64381,443
6,2.524098,34.213.81.249,192.168.1.41,TCP,66,443  >  64381 [ACK] Seq=1 Ack=2 Win=422 Len=0 SLE=1 SRE=2,443,64381
7,4.849281,192.168.1.41,172.217.163.202,UDP,75,56104  >  443 Len=33,56104,443
8,4.870372,172.217.163.202,192.168.1.41,UDP,67,443  >  56104 Len=25,443,56104
9,6.300689,192.168.1.41,157.240.228.60,TLSv1.2,85,Application Data,59655,443
10,6.317395,157.240.228.60,192.168.1.41,TCP,54,443  >  59655 [ACK] Seq=1 Ack=32 Win=611 Len=0,443,59655
11,6.548602,157.240.228.60,192.168.1.41,TLSv1.2,92,Application Data,443,59655
12,6.597697,192.168.1.41,157.240.228.60,TCP,54,59655  >  443 [ACK] Seq=32 Ack=39 Win=511 Len=0,59655,443
13,6.950394,192.168.1.41,142.250.183.227,QUIC,1392,"Initial, DCID=8538658278cbb9f4, PKN: 1, CRYPTO, PADDING",50516,443
14,6.950951,192.168.1.41,142.250.183.227,QUIC,121,"0-RTT, DCID=8538658278cbb9f4",50516,443
15,6.952795,192.168.1.41,172.217.160.138,QUIC,1392,"Initial, DCID=e4a60cf87199c28d, PKN: 1, CRYPTO, PADDING",55192,443
16,6.953064,192.168.1.41,172.217.160.138,QUIC,118,"0-RTT, DCID=e4a60cf87199c28d",55192,443
17,6.955597,192.168.1.41,142.250.77.132,UDP,353,62422  >  443 Len=311,62422,443
18,6.957024,192.168.1.41,142.250.193.163,QUIC,1392,"Initial, DCID=da10313380d3a8fb, PKN: 1, CRYPTO, PADDING",60303,443
19,6.957884,192.168.1.41,142.250.193.163,QUIC,121,"0-RTT, DCID=da10313380d3a8fb",60303,443
20,6.959059,192.168.1.41,142.250.77.132,UDP,302,62422  >  443 Len=260,62422,443
21,6.971543,142.250.77.132,192.168.1.41,UDP,73,443  >  62422 Len=31,443,62422
22,6.975998,142.250.77.132,192.168.1.41,UDP,73,443  >  62422 Len=31,443,62422
23,6.976303,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
24,6.994072,142.250.183.227,192.168.1.41,UDP,1392,"Initial, SCID=8538658278cbb9f4, PKN: 1, ACK, PADDING",443,50516
25,6.995159,172.217.160.138,192.168.1.41,UDP,1392,"Initial, SCID=e4a60cf87199c28d, PKN: 1, ACK, PADDING",443,55192
26,6.999585,142.250.193.163,192.168.1.41,UDP,1392,"Initial, SCID=da10313380d3a8fb, PKN: 1, ACK, PADDING",443,60303
27,7.002944,142.250.183.227,192.168.1.41,UDP,1392,Protected Payload (KP0),443,50516
28,7.002944,142.250.183.227,192.168.1.41,UDP,664,Protected Payload (KP0),443,50516
29,7.003671,192.168.1.41,142.250.183.227,UDP,120,"Handshake, DCID=8538658278cbb9f4",50516,443
30,7.003879,192.168.1.41,142.250.183.227,UDP,75,"Protected Payload (KP0), DCID=8538658278cbb9f4",50516,443
31,7.004171,172.217.160.138,192.168.1.41,UDP,1392,Protected Payload (KP0),443,55192
32,7.004171,172.217.160.138,192.168.1.41,UDP,664,Protected Payload (KP0),443,55192
33,7.004683,192.168.1.41,172.217.160.138,UDP,120,"Handshake, DCID=e4a60cf87199c28d",55192,443
34,7.004839,192.168.1.41,172.217.160.138,UDP,75,"Protected Payload (KP0), DCID=e4a60cf87199c28d",55192,443
35,7.008576,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
36,7.008576,142.250.193.163,192.168.1.41,UDP,664,Protected Payload (KP0),443,60303
37,7.009301,192.168.1.41,142.250.193.163,UDP,120,"Handshake, DCID=da10313380d3a8fb",60303,443
38,7.009646,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
39,7.013205,142.250.77.132,192.168.1.41,UDP,113,443  >  62422 Len=71,443,62422
40,7.013205,142.250.77.132,192.168.1.41,UDP,68,443  >  62422 Len=26,443,62422
41,7.01355,192.168.1.41,142.250.77.132,UDP,80,62422  >  443 Len=38,62422,443
42,7.015492,192.168.1.41,172.217.166.99,UDP,1392,"Initial, DCID=b9b4ca611106676b, PKN: 1, CRYPTO, PADDING",49367,443
43,7.015733,192.168.1.41,172.217.166.99,UDP,115,"0-RTT, DCID=b9b4ca611106676b",49367,443
44,7.019271,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
45,7.020401,172.217.160.138,192.168.1.41,UDP,125,Protected Payload (KP0),443,55192
46,7.021729,142.250.183.227,192.168.1.41,UDP,125,Protected Payload (KP0),443,50516
47,7.027106,142.250.193.163,192.168.1.41,UDP,125,Protected Payload (KP0),443,60303
48,7.033656,142.250.77.132,192.168.1.41,UDP,68,443  >  62422 Len=26,443,62422
49,7.046649,192.168.1.41,172.217.160.138,UDP,75,"Protected Payload (KP0), DCID=e4a60cf87199c28d",55192,443
50,7.047729,192.168.1.41,142.250.183.227,UDP,75,"Protected Payload (KP0), DCID=8538658278cbb9f4",50516,443
51,7.052815,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
52,7.059146,172.217.166.99,192.168.1.41,UDP,1392,"Initial, SCID=b9b4ca611106676b, PKN: 1, ACK, PADDING",443,49367
53,7.066837,172.217.166.99,192.168.1.41,UDP,1392,Protected Payload (KP0),443,49367
54,7.066837,172.217.166.99,192.168.1.41,UDP,664,Protected Payload (KP0),443,49367
55,7.067906,192.168.1.41,172.217.166.99,UDP,120,"Handshake, DCID=b9b4ca611106676b",49367,443
56,7.068282,192.168.1.41,172.217.166.99,UDP,75,"Protected Payload (KP0), DCID=b9b4ca611106676b",49367,443
57,7.068825,192.168.1.41,172.217.166.99,UDP,1272,"Protected Payload (KP0), DCID=b9b4ca611106676b",49367,443
58,7.085316,172.217.166.99,192.168.1.41,UDP,125,Protected Payload (KP0),443,49367
59,7.086458,172.217.166.99,192.168.1.41,UDP,71,Protected Payload (KP0),443,49367
60,7.086669,192.168.1.41,172.217.166.99,UDP,76,"Protected Payload (KP0), DCID=b9b4ca611106676b",49367,443
61,7.103863,142.250.77.132,192.168.1.41,UDP,1387,443  >  62422 Len=1345,443,62422
62,7.103863,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
63,7.103863,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
64,7.103863,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
65,7.103863,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
66,7.103863,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
67,7.103863,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
68,7.104349,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
69,7.104349,142.250.77.132,192.168.1.41,UDP,583,443  >  62422 Len=541,443,62422
70,7.104481,192.168.1.41,142.250.77.132,UDP,80,62422  >  443 Len=38,62422,443
71,7.106022,142.250.77.132,192.168.1.41,UDP,1386,443  >  62422 Len=1344,443,62422
72,7.106022,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
73,7.106022,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
74,7.106022,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
75,7.106022,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
76,7.106022,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
77,7.106022,142.250.77.132,192.168.1.41,UDP,691,443  >  62422 Len=649,443,62422
78,7.106448,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
79,7.10864,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
80,7.10864,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
81,7.10864,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
82,7.10864,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
83,7.10864,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
84,7.10864,142.250.77.132,192.168.1.41,UDP,475,443  >  62422 Len=433,443,62422
85,7.109,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
86,7.10969,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
87,7.10969,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
88,7.10969,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
89,7.10969,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
90,7.10969,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
91,7.10969,142.250.77.132,192.168.1.41,UDP,228,443  >  62422 Len=186,443,62422
92,7.112791,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
93,7.112791,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
94,7.112791,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
95,7.112791,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
96,7.112791,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
97,7.112791,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
98,7.112791,142.250.77.132,192.168.1.41,UDP,133,443  >  62422 Len=91,443,62422
99,7.113089,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
100,7.113165,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
101,7.113165,142.250.77.132,192.168.1.41,UDP,1337,443  >  62422 Len=1295,443,62422
102,7.118203,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
103,7.119393,172.217.166.99,192.168.1.41,QUIC,1032,Protected Payload (KP0),443,49367
104,7.119393,172.217.166.99,192.168.1.41,QUIC,67,Protected Payload (KP0),443,49367
105,7.119817,192.168.1.41,172.217.166.99,QUIC,77,"Protected Payload (KP0), DCID=b9b4ca611106676b",49367,443
106,7.124599,142.250.77.132,192.168.1.41,UDP,68,443  >  62422 Len=26,443,62422
107,7.131515,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
108,7.131515,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
109,7.13285,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
110,7.13285,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
111,7.13285,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
112,7.13285,142.250.77.132,192.168.1.41,UDP,1175,443  >  62422 Len=1133,443,62422
113,7.13285,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
114,7.134716,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
115,7.134716,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
116,7.134716,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
117,7.134716,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
118,7.134716,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
119,7.134716,142.250.77.132,192.168.1.41,UDP,563,443  >  62422 Len=521,443,62422
120,7.134716,142.250.77.132,192.168.1.41,UDP,1137,443  >  62422 Len=1095,443,62422
121,7.134716,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
122,7.134716,142.250.77.132,192.168.1.41,UDP,778,443  >  62422 Len=736,443,62422
123,7.135136,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
124,7.140182,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
125,7.142489,142.250.77.132,192.168.1.41,UDP,1384,443  >  62422 Len=1342,443,62422
126,7.142993,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
127,7.142993,142.250.77.132,192.168.1.41,UDP,1392,443  >  62422 Len=1350,443,62422
128,7.142993,142.250.77.132,192.168.1.41,UDP,455,443  >  62422 Len=413,443,62422
129,7.145527,192.168.1.41,172.217.166.99,QUIC,75,"Protected Payload (KP0), DCID=b9b4ca611106676b",49367,443
130,7.148226,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
131,7.162162,172.217.166.99,192.168.1.41,QUIC,67,Protected Payload (KP0),443,49367
132,7.275231,192.168.1.41,34.213.81.249,TLSv1.2,126,Ignored Unknown Record,64381,443
133,7.275374,192.168.1.41,34.213.81.249,TLSv1.2,100,Application Data,64381,443
134,7.275443,192.168.1.41,34.213.81.249,TCP,1474,64381  >  443 [ACK] Seq=120 Ack=1 Win=513 Len=1420 [TCP segment of a reassembled PDU],64381,443
135,7.275443,192.168.1.41,34.213.81.249,TCP,1474,64381  >  443 [ACK] Seq=1540 Ack=1 Win=513 Len=1420 [TCP segment of a reassembled PDU],64381,443
136,7.275443,192.168.1.41,34.213.81.249,TLSv1.2,260,Application Data,64381,443
137,7.275971,192.168.1.41,142.250.193.163,QUIC,697,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
138,7.276286,192.168.1.41,142.250.193.163,QUIC,198,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
139,7.276574,192.168.1.41,142.250.193.163,QUIC,143,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
140,7.294598,142.250.193.163,192.168.1.41,QUIC,71,Protected Payload (KP0),443,60303
141,7.294598,142.250.193.163,192.168.1.41,QUIC,67,Protected Payload (KP0),443,60303
142,7.296681,142.250.193.163,192.168.1.41,QUIC,72,Protected Payload (KP0),443,60303
143,7.296681,142.250.193.163,192.168.1.41,QUIC,832,Protected Payload (KP0),443,60303
144,7.296681,142.250.193.163,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,60303
145,7.296681,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
146,7.296681,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
147,7.296681,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
148,7.296681,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
149,7.296962,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
150,7.297264,192.168.1.41,142.250.193.163,QUIC,77,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
151,7.297456,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
152,7.297456,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
153,7.297456,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
154,7.297456,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
155,7.297468,192.168.1.41,142.250.193.163,QUIC,77,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
156,7.297576,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
157,7.297683,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
158,7.297805,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
159,7.297941,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
160,7.298098,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
161,7.298098,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
162,7.298098,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
163,7.298417,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
164,7.30009,142.250.193.163,192.168.1.41,UDP,1388,Protected Payload (KP0),443,60303
165,7.30009,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
166,7.300632,192.168.1.41,142.250.193.163,UDP,77,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
167,7.300988,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
168,7.300988,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
169,7.301424,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
170,7.302679,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
171,7.302679,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
172,7.302679,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
173,7.302679,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
174,7.303178,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
175,7.303402,192.168.1.41,142.250.193.163,UDP,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
176,7.306343,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
177,7.306343,142.250.193.163,192.168.1.41,UDP,1392,Protected Payload (KP0),443,60303
178,7.306343,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
179,7.306343,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
180,7.306343,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
181,7.306343,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
182,7.306685,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
183,7.306952,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
184,7.307076,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
185,7.307937,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
186,7.307937,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
187,7.307937,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
188,7.308576,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
189,7.308731,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
190,7.309391,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
191,7.309391,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
192,7.309391,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
193,7.309391,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
194,7.309768,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
195,7.309894,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
196,7.31084,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
197,7.31084,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
198,7.311061,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
199,7.31517,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
200,7.31517,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
201,7.315427,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
202,7.319004,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
203,7.319004,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
204,7.319004,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
205,7.319654,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
206,7.319983,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
207,7.319983,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
208,7.319983,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
209,7.319983,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
210,7.319983,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
211,7.320195,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
212,7.320303,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
213,7.320411,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
214,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
215,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
216,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
217,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
218,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
219,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
220,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
221,7.324193,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
222,7.324733,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
223,7.325354,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
224,7.325354,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
225,7.325354,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
226,7.325354,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
227,7.325422,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
228,7.325543,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
229,7.325649,192.168.1.41,142.250.193.163,QUIC,78,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
230,7.325751,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
231,7.325852,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
232,7.326072,192.168.1.41,142.250.77.132,UDP,75,62422  >  443 Len=33,62422,443
233,7.326282,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
234,7.326282,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
235,7.326556,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
236,7.329262,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
237,7.329262,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
238,7.329262,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
239,7.329262,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
240,7.329262,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
241,7.329262,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
242,7.329593,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
243,7.329738,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
244,7.329921,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
245,7.331174,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
246,7.331174,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
247,7.331419,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
248,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
249,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
250,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
251,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
252,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
253,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
254,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
255,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
256,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
257,7.335261,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
258,7.336045,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
259,7.336068,142.250.193.163,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,60303
260,7.336068,142.250.193.163,192.168.1.41,QUIC,441,Protected Payload (KP0),443,60303
261,7.336172,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
262,7.336258,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
263,7.336341,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
264,7.336427,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
265,7.336518,192.168.1.41,142.250.193.163,QUIC,75,"Protected Payload (KP0), DCID=da10313380d3a8fb",60303,443
266,7.346929,142.250.77.132,192.168.1.41,UDP,68,443  >  62422 Len=26,443,62422
267,7.36899,142.250.193.163,192.168.1.41,QUIC,68,Protected Payload (KP0),443,60303
268,7.525065,34.213.81.249,192.168.1.41,TCP,54,443  >  64381 [ACK] Seq=1 Ack=74 Win=422 Len=0,443,64381
269,7.525065,34.213.81.249,192.168.1.41,TCP,54,443  >  64381 [ACK] Seq=1 Ack=120 Win=422 Len=0,443,64381
