No.,Time,Source,Destination,Protocol,Length,Info,SourcePort,DestinationPort
6055,36.770946,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6056,36.770946,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6057,36.771401,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6058,36.771553,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6059,36.771706,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6060,36.771833,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6061,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6062,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6063,36.775258,172.217.163.214,192.168.1.41,QUIC,443,Protected Payload (KP0),443,50389
6064,36.775258,172.217.163.214,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,50389
6065,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6066,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6067,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6068,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6069,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6070,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6071,36.775258,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6072,36.775663,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6073,36.775835,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6074,36.776079,192.168.1.41,172.217.163.214,QUIC,78,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6075,36.776221,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6076,36.776224,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6077,36.776221,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6078,36.776221,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6079,36.776221,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6080,36.776221,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6081,36.776345,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6082,36.776459,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6083,36.776569,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6084,36.776669,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6085,36.776792,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6086,36.778026,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6087,36.779694,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6088,36.779694,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6089,36.779948,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6090,36.78128,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6091,36.78128,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6092,36.78128,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6093,36.78128,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6094,36.781522,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6095,36.781687,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6096,36.791038,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6097,36.791038,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6098,36.791038,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6099,36.791038,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6100,36.791038,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6101,36.791038,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6102,36.791327,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6103,36.791742,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6104,36.791742,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6105,36.791742,172.217.163.214,192.168.1.41,QUIC,852,Protected Payload (KP0),443,50389
6106,36.791742,172.217.163.214,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,50389
6107,36.792106,192.168.1.41,172.217.163.214,QUIC,79,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6108,36.793625,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6109,36.793625,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6110,36.793625,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6111,36.793625,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6112,36.793625,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6113,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6114,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6115,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6116,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6117,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6118,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6119,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6120,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6121,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6122,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6123,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6124,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6125,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6126,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6127,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6128,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6129,36.79803,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6130,36.798536,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6131,36.798679,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6132,36.79883,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6133,36.798934,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6134,36.799013,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6135,36.799156,192.168.1.41,142.250.77.129,QUIC,79,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6136,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6137,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6138,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6139,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6140,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6141,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6142,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6143,36.799312,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6144,36.800119,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6145,36.800383,192.168.1.41,172.217.163.214,QUIC,76,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6146,36.801563,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6147,36.801563,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6148,36.801563,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6149,36.801563,172.217.163.214,192.168.1.41,QUIC,478,Protected Payload (KP0),443,50389
6150,36.804977,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6151,36.804977,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6152,36.804977,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6153,36.805001,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6154,36.807972,192.168.1.41,172.217.163.214,QUIC,76,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6155,36.808958,172.217.163.214,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,50389
6156,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6157,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6158,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6159,36.808958,142.250.193.97,192.168.1.41,QUIC,1392,"Initial, SCID=a3246946dfbe3d8f, PKN: 1, ACK, PADDING",443,52101
6160,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6161,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6162,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6163,36.808958,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6164,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6165,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6166,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6167,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6168,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6169,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6170,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6171,36.808958,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6172,36.808958,172.217.31.206,192.168.1.41,QUIC,68,Protected Payload (KP0),443,62178
6173,36.809447,142.250.195.69,192.168.1.41,TCP,54,443  >  52694 [ACK] Seq=586837 Ack=91503 Win=323840 Len=0,443,52694
6174,36.809447,172.217.163.214,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,50389
6175,36.809447,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6176,36.809735,192.168.1.41,172.217.163.214,QUIC,79,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6177,36.810077,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6178,36.810512,192.168.1.41,172.217.163.214,QUIC,78,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6179,36.811491,192.168.1.41,142.250.193.97,QUIC,120,"Handshake, DCID=a3246946dfbe3d8f",52101,443
6180,36.812005,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6181,36.815974,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6182,36.816308,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6183,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6184,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6185,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6186,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6187,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6188,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6189,36.818141,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6190,36.819765,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6191,36.819765,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6192,36.819765,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6193,36.819765,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6194,36.819765,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6195,36.819765,172.217.163.214,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,50389
6196,36.820127,192.168.1.41,142.250.193.97,QUIC,75,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6197,36.820332,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6198,36.820516,192.168.1.41,172.217.163.214,QUIC,78,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6199,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6200,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6201,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6202,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6203,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6204,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6205,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6206,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6207,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6208,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6209,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6210,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6211,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6212,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6213,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6214,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6215,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6216,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6217,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6218,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6219,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6220,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6221,36.822349,142.250.193.97,192.168.1.41,QUIC,664,Protected Payload (KP0),443,52101
6222,36.822349,142.250.193.97,192.168.1.41,QUIC,71,Protected Payload (KP0),443,52101
6223,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6224,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6225,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6226,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6227,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6228,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6229,36.822349,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6230,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6231,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6232,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6233,36.822349,142.250.193.97,192.168.1.41,QUIC,409,Protected Payload (KP0),443,52101
6234,36.822349,142.250.193.97,192.168.1.41,QUIC,70,Protected Payload (KP0),443,52101
6235,36.823104,142.250.193.97,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,52101
6236,36.823104,142.250.193.97,192.168.1.41,QUIC,1288,Protected Payload (KP0),443,52101
6237,36.823108,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6238,36.823333,192.168.1.41,142.250.77.129,QUIC,75,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6239,36.823752,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6240,36.823922,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6241,36.824041,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6242,36.824212,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6243,36.824418,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6244,36.824418,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6245,36.824418,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6246,36.824418,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6247,36.824418,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6248,36.824418,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6249,36.824486,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6250,36.824688,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6251,36.824855,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6252,36.824985,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6253,36.825298,142.250.193.97,192.168.1.41,QUIC,717,Protected Payload (KP0),443,52101
6254,36.825298,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6255,36.825298,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6256,36.825298,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6257,36.825321,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6258,36.82547,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6259,36.82564,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6260,36.825742,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6261,36.825828,192.168.1.41,142.250.193.97,QUIC,75,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6262,36.826494,192.168.1.41,142.250.193.97,QUIC,75,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6263,36.826744,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6264,36.827023,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6265,36.827023,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6266,36.827173,192.168.1.41,172.217.163.214,QUIC,75,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6267,36.828615,192.168.1.41,142.250.77.129,QUIC,76,"Protected Payload (KP0), DCID=1ca5d7bc3b799393",62425,443
6268,36.828896,142.250.193.97,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,52101
6269,36.828896,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6270,36.828896,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6271,36.828896,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6272,36.828896,142.250.193.97,192.168.1.41,QUIC,722,Protected Payload (KP0),443,52101
6273,36.828896,142.250.193.97,192.168.1.41,QUIC,708,Protected Payload (KP0),443,52101
6274,36.828896,142.250.193.97,192.168.1.41,QUIC,726,Protected Payload (KP0),443,52101
6275,36.828896,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6276,36.828896,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6277,36.829253,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6278,36.829374,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6279,36.829467,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6280,36.829646,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6281,36.829735,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6282,36.829842,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6283,36.829928,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6284,36.83104,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6285,36.83104,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6286,36.83104,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6287,36.83104,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6288,36.831873,172.217.163.214,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,50389
6289,36.831873,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6290,36.831873,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6291,36.831873,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6292,36.832658,192.168.1.41,172.217.163.214,QUIC,78,"Protected Payload (KP0), DCID=963780488ef99eeb",50389,443
6293,36.833855,142.250.193.97,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,52101
6294,36.833855,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6295,36.833855,142.250.193.97,192.168.1.41,QUIC,1196,Protected Payload (KP0),443,52101
6296,36.833855,142.250.193.97,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,52101
6297,36.833855,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6298,36.833855,142.250.193.97,192.168.1.41,QUIC,1388,Protected Payload (KP0),443,52101
6299,36.833855,142.250.193.97,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,52101
6300,36.833855,142.250.193.97,192.168.1.41,QUIC,310,Protected Payload (KP0),443,52101
6301,36.833855,142.250.193.97,192.168.1.41,QUIC,1120,Protected Payload (KP0),443,52101
6302,36.833855,142.250.193.97,192.168.1.41,QUIC,314,Protected Payload (KP0),443,52101
6303,36.833855,142.250.193.97,192.168.1.41,QUIC,1120,Protected Payload (KP0),443,52101
6304,36.833855,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6305,36.833855,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6306,36.833855,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6307,36.833855,142.250.77.129,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,62425
6308,36.835288,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6309,36.835424,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6310,36.83554,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6311,36.835778,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6312,36.835902,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6313,36.836096,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6314,36.836096,172.217.163.214,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,50389
6315,36.836134,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6316,36.836262,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6317,36.83636,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6318,36.836573,192.168.1.41,142.250.193.97,QUIC,80,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
6319,36.836688,192.168.1.41,142.250.193.97,QUIC,76,"Protected Payload (KP0), DCID=a3246946dfbe3d8f",52101,443
